| ra_number  |of_number  |se_number  |race_id|office_id|ra_num_winners|rt_number  |rt_party_name|of_description  |ot_number  |ot_name |se_name |of_scope|race_order |el_date |ra_uncontested|ra_tabulate|st_postal|ra_national_b|
|  15038|  15010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |580|20041102| 0|  1|IN   |1|
|  15340|  14289|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |400|20041102| 0|  1|IL   |1|
|  15695|  15243|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |149|20041102| 0|  1|IN   |1|
|  16673|  16002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   3370|20041102| 0|  1|IA   |1|
|  16674|  16003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   3380|20041102| 0|  1|IA   |1|
|  16675|  16004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   3390|20041102| 0|  1|IA   |1|
|  16676|  16005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   3400|20041102| 0|  1|IA   |1|
|  16677|  16006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   3410|20041102| 0|  1|IA   |1|
|  17007|  17001|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |340|20041102| 0|  1|KS   |1|
|  17009|  17004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |420|20041102| 0|  1|KS   |1|
|  17010|  17005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |450|20041102| 0|  1|KS   |1|
|  17052|  16217|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |   2425|20041102| 0|  1|IA   |1|
|  17355|  17003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |370|20041102| 0|  1|KS   |1|
|  17681|  17189|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |169|20041102| 0|  1|KS   |1|
|  18009|  18004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |230|20041102| 0|  1|KY   |1|
|  18011|  18005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |260|20041102| 0|  1|KY   |1|
|  18013|  18006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |290|20041102| 1|  0|KY   |1|
|  18015|  18007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 0|  1|KY   |1|
|  18622|  18002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |150|20041102| 0|  1|KY   |1|
|  18624|  18003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |180|20041102| 0|  1|KY   |1|
|  18781|  18207|  0|G  |I| 1| 13| || 38|Amendment   ||S   |   5550|20041102| 0|  1|KY   |1|
|  18783|  18001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |111|20041102| 0|  1|KY   |1|
|  19932|  19001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |260|20041102| 0|  1|LA   |1|
|  20048|  19002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |300|20041102| 0|  1|LA   |1|
|  20049|  19003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 0|  1|LA   |1|
|  20050|  19004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |400|20041102| 0|  1|LA   |1|
|  20051|  19005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |410|20041102| 1|  0|LA   |1|
|  20052|  19006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |420|20041102| 0|  1|LA   |1|
|  20053|  19007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |440|20041102| 0|  1|LA   |1|
|  20054|  19008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |460|20041102| 0|  1|LA   |1|
|  20644|  20001|  0|G  |H| 1|  7| |Portland and South  |  3|U.S. House  ||L   |220|20041102| 0|  1|ME   |1|
|  20645|  20002|  0|G  |H| 1|  7| |North State |  3|U.S. House  ||L   |250|20041102| 0|  1|ME   |1|
|  21007|  20339|  0|G  |I| 1| 13| || 42|Question||S   |   6111|20041102| 0|  1|ME   |1|
|  21744|  21390|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20041102| 0|  1|MD   |1|
|  21746|  21000|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |170|20041102| 0|  1|MD   |1|
|  21749|  21001|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |200|20041102| 0|  1|MD   |1|
|  21752|  21002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |230|20041102| 0|  1|MD   |1|
|  21754|  21003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |260|20041102| 0|  1|MD   |1|
|  21757|  21004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |290|20041102| 0|  1|MD   |1|
|  21760|  21005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 0|  1|MD   |1|
|  21762|  21006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |350|20041102| 0|  1|MD   |1|
|  21764|  21007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |380|20041102| 0|  1|MD   |1|
|  22947|  22002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |290|20041102| 1|  0|MA   |1|
|  22948|  22003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |310|20041102| 1|  0|MA   |1|
|  22949|  22004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |330|20041102| 0|  1|MA   |1|
|  22950|  22005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |350|20041102| 0|  1|MA   |1|
|  22951|  22006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |360|20041102| 0|  1|MA   |1|
|  22952|  22007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |390|20041102| 0|  1|MA   |1|
|  22953|  22008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |410|20041102| 0|  1|MA   |1|
|  22954|  22009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |430|20041102| 1|  0|MA   |1|
|  22956|  22011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |470|20041102| 0|  1|MA   |1|
|  23805|  23002|  0|G  |H| 1|  7| |UP-Northern Lower Pen   |  3|U.S. House  ||L   |250|20041102| 0|  1|MI   |1|
|  23806|  23003|  0|G  |H| 1|  7| |Western Lower Michigan  |  3|U.S. House  ||L   |260|20041102| 0|  1|MI   |1|
|  23807|  23004|  0|G  |H| 1|  7| |WCentral Lower Michigan |  3|U.S. House  ||L   |270|20041102| 0|  1|MI   |1|
|  23808|  23005|  0|G  |H| 1|  7| |Central Michigan|  3|U.S. House  ||L   |280|20041102| 0|  1|MI   |1|
|  23809|  23006|  0|G  |H| 1|  7| |East Central Michigan   |  3|U.S. House  ||L   |290|20041102| 0|  1|MI   |1|
|  23810|  23007|  0|G  |H| 1|  7| |Southwestern Michigan   |  3|U.S. House  ||L   |300|20041102| 0|  1|MI   |1|
|  23811|  23008|  0|G  |H| 1|  7| |South Central Michigan  |  3|U.S. House  ||L   |310|20041102| 0|  1|MI   |1|
|  23812|  23009|  0|G  |H| 1|  7| |Mid-Michigan|  3|U.S. House  ||L   |320|20041102| 0|  1|MI   |1|
|  23813|  23010|  0|G  |H| 1|  7| |Central-Eastern Oakland |  3|U.S. House  ||L   |330|20041102| 0|  1|MI   |1|
|  23814|  23011|  0|G  |H| 1|  7| |Michigan Thumb  |  3|U.S. House  ||L   |340|20041102| 0|  1|MI   |1|
|  23815|  23012|  0|G  |H| 1|  7| |Western Oakland-Wayne   |  3|U.S. House  ||L   |350|20041102| 0|  1|MI   |1|
|  23816|  23013|  0|G  |H| 1|  7| |Southern Macomb-Oakland |  3|U.S. House  ||L   |360|20041102| 0|  1|MI   |1|
|  23817|  23014|  0|G  |H| 1|  7| |Eastern Wayne   |  3|U.S. House  ||L   |370|20041102| 0|  1|MI   |1|
|  23818|  23015|  0|G  |H| 1|  7| |Central Wayne   |  3|U.S. House  ||L   |380|20041102| 0|  1|MI   |1|
|  23819|  23016|  0|G  |H| 1|  7| |Southern Wayne  |  3|U.S. House  ||L   |390|20041102| 0|  1|MI   |1|
|  23865|  22010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |450|20041102| 1|  0|MA   |1|
|  24007|  24002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |560|20041102| 0|  1|MN   |1|
|  24010|  24003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |570|20041102| 0|  1|MN   |1|
|  24013|  24004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |640|20041102| 0|  1|MN   |1|
|  24016|  24005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |690|20041102| 0|  1|MN   |1|
|  24019|  24006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |740|20041102| 0|  1|MN   |1|
|  24022|  24007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |780|20041102| 0|  1|MN   |1|
|  24025|  24008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |810|20041102| 0|  1|MN   |1|
|  24028|  24009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |850|20041102| 0|  1|MN   |1|
|  24416|  23346|  0|G  |I| 1| 13| || 40|Proposal||S   |  41600|20041102| 0|  1|MI   |1|
|  25929|  25003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |180|20041102| 0|  1|MS   |1|
|  26005|  26001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |150|20041102| 0|  1|MO   |1|
|  26021|  26003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |550|20041102| 0|  1|MO   |1|
|  26023|  26004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |610|20041102| 0|  1|MO   |1|
|  26025|  26005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |660|20041102| 0|  1|MO   |1|
|  26027|  26006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |720|20041102| 0|  1|MO   |1|
|  26029|  26007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |770|20041102| 0|  1|MO   |1|
|  26031|  26008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |820|20041102| 0|  1|MO   |1|
|  26033|  26009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |880|20041102| 0|  1|MO   |1|
|  26035|  26010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |930|20041102| 0|  1|MO   |1|
|  26037|  26011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |970|20041102| 0|  1|MO   |1|
|  26486|  25002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |150|20041102| 0|  1|MS   |1|
|  26488|  25004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |190|20041102| 0|  1|MS   |1|
|  26489|  25005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |210|20041102| 0|  1|MS   |1|
|  26558|  25373|  0|G  |I| 1| 13| || 38|Amendment   ||S   |   9900|20041102| 0|  1|MS   |1|
|  26795|  26013|  0|G  |G| 1|  7| ||  4|Governor||S   |230|20041102| 0|  1|MO   |1|
|  27003|  27004|  0|G  |G| 1|  7| ||  4|Governor||S   |   1250|20041102| 0|  1|MT   |1|
|  27004|  27002|  0|G  |H| 1|  7| ||  3|U.S. House  ||S   |220|20041102| 0|  1|MT   |1|
|  28097|  27316|  0|G  |I| 1| 13| || 39|Initiative  ||S   |   1310|20041102| 0|  1|MT   |1|
|  28115|  27313|  0|G  |I| 1| 13| || 39|Initiative  ||S   |   1290|20041102| 0|  1|MT   |1|
|  28382|  28002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |200|20041102| 0|  1|NE   |1|
|  28384|  28004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |220|20041102| 0|  1|NE   |1|
|  28385|  28003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |210|20041102| 0|  1|NE   |1|
|  30005|  30004|  0|G  |G| 1|  7| ||  4|Governor||S   |209|20041102| 0|  1|NH   |1|
|  30015|  30002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |310|20041102| 0|  1|NH   |1|
|  30017|  30003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |370|20041102| 0|  1|NH   |1|
|  30155|  29174|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |320|20041102| 0|  1|NV   |1|
|  30323|  29245|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |179|20041102| 0|  1|NV   |1|
|  30351|  29282|  0|G  |I| 1| 13| |Limits Med Malpractice  | 42|Question||L   |   3223|20041102| 0|  1|NV   |1|
|  30355|  29285|  0|G  |I| 1| 13| |Higher If No Health Ins | 42|Question||L   |   3226|20041102| 0|  1|NV   |1|
|  31202|  31116|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |190|20041102| 0|  1|NJ   |1|
|  31205|  31117|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |220|20041102| 0|  1|NJ   |1|
|  31208|  31119|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |280|20041102| 0|  1|NJ   |1|
|  31211|  31120|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |310|20041102| 0|  1|NJ   |1|
|  31212|  31121|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |340|20041102| 0|  1|NJ   |1|
|  31215|  31123|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |400|20041102| 0|  1|NJ   |1|
|  31216|  31118|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |250|20041102| 0|  1|NJ   |1|
|  31218|  31122|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |370|20041102| 0|  1|NJ   |1|
|  31220|  31125|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |460|20041102| 0|  1|NJ   |1|
|  31223|  31127|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |520|20041102| 0|  1|NJ   |1|
|  31226|  31124|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |430|20041102| 0|  1|NJ   |1|
|  31227|  31128|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |550|20041102| 0|  1|NJ   |1|
|  31230|  31126|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |490|20041102| 0|  1|NJ   |1|
|  31459|  30546|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |210|20041102| 0|  1|NH   |1|
|  32005|  32002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |200|20041102| 0|  1|NM   |1|
|  32052|  32004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |260|20041102| 0|  1|NM   |1|
|  33279|  32003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |230|20041102| 0|  1|NM   |1|
|  34969|  34005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |330|20041102| 0|  1|NC   |1|
|  34973|  34009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |460|20041102| 0|  1|NC   |1|
|  34975|  34011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |520|20041102| 0|  1|NC   |1|
|  34977|  34013|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |590|20041102| 0|  1|NC   |1|
|  35342|  35002|  0|G  |H| 1|  7| ||  3|U.S. House  ||S   |190|20041102| 0|  1|ND   |1|
|  35343|  35004|  0|G  |G| 1|  7| ||  4|Governor||S   |220|20041102| 0|  1|ND   |1|
|  35384|  34001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |120|20041102| 0|  1|NC   |1|
|  35385|  34003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |260|20041102| 0|  1|NC   |1|
|  35386|  34004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |300|20041102| 0|  1|NC   |1|
|  35387|  34006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |360|20041102| 0|  1|NC   |1|
|  35388|  34007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |390|20041102| 0|  1|NC   |1|
|  35389|  34008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |430|20041102| 0|  1|NC   |1|
|  35390|  34010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |490|20041102| 0|  1|NC   |1|
|  35391|  34012|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |550|20041102| 0|  1|NC   |1|
|  35392|  34014|  0|G  |G| 1|  7| ||  4|Governor||S   |780|20041102| 0|  1|NC   |1|
|  35419|  34184|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |620|20041102| 0|  1|NC   |1|
|  35541|  35244|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |109|20041102| 0|  1|ND   |1|
|  35556|  35256|  0|G  |I| 1| 13| ||999|Measure ||S   |  55600|20041102| 0|  1|ND   |1|
|  35753|  34280|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |650|20041102| 0|  1|NC   |1|
|  36015|  36002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |470|20041102| 0|  1|OH   |1|
|  36017|  36003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |520|20041102| 0|  1|OH   |1|
|  36019|  36004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |560|20041102| 0|  1|OH   |1|
|  36021|  36005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |600|20041102| 0|  1|OH   |1|
|  36023|  36006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |640|20041102| 0|  1|OH   |1|
|  36025|  36007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |690|20041102| 1|  0|OH   |1|
|  36027|  36008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |730|20041102| 0|  1|OH   |1|
|  36029|  36009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |770|20041102| 0|  1|OH   |1|
|  36031|  36010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |810|20041102| 0|  1|OH   |1|
|  36033|  36011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |860|20041102| 0|  1|OH   |1|
|  36035|  36012|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |900|20041102| 1|  0|OH   |1|
|  36037|  36013|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |950|20041102| 0|  1|OH   |1|
|  36039|  36014|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1000|20041102| 0|  1|OH   |1|
|  36041|  36015|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1050|20041102| 0|  1|OH   |1|
|  36043|  36016|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1100|20041102| 0|  1|OH   |1|
|  36045|  36017|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1140|20041102| 0|  1|OH   |1|
|  36047|  36018|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1190|20041102| 0|  1|OH   |1|
|  36049|  36019|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1240|20041102| 0|  1|OH   |1|
|  36581|   1111|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |540|20041102| 0|  1|NY   |1|
|  36582|   1112|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |620|20041102| 0|  1|NY   |1|
|  36583|   1113|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |730|20041102| 0|  1|NY   |1|
|  36584|   1114|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |820|20041102| 0|  1|NY   |1|
|  36585|   1115|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |910|20041102| 0|  1|NY   |1|
|  36586|   1116|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |970|20041102| 1|  0|NY   |1|
|  36587|   1117|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1040|20041102| 0|  1|NY   |1|
|  36588|   1118|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1120|20041102| 0|  1|NY   |1|
|  36589|   1119|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1210|20041102| 0|  1|NY   |1|
|  36590|   1120|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1270|20041102| 0|  1|NY   |1|
|  36591|   1121|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1340|20041102| 0|  1|NY   |1|
|  36592|   1122|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1410|20041102| 0|  1|NY   |1|
|  36593|   1123|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1480|20041102| 0|  1|NY   |1|
|  36594|   1124|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1570|20041102| 0|  1|NY   |1|
|  36595|   1125|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1650|20041102| 0|  1|NY   |1|
|  36596|   1126|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1740|20041102| 0|  1|NY   |1|
|  36597|   1127|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1800|20041102| 0|  1|NY   |1|
|  36598|   1128|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1890|20041102| 0|  1|NY   |1|
|  36599|   1129|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1960|20041102| 0|  1|NY   |1|
|  36600|   1130|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2050|20041102| 0|  1|NY   |1|
|  36601|   1131|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2130|20041102| 0|  1|NY   |1|
|  36602|   1132|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2190|20041102| 0|  1|NY   |1|
|  36603|   1133|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2280|20041102| 0|  1|NY   |1|
|  36604|   1134|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2340|20041102| 0|  1|NY   |1|
|  36605|   1135|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2410|20041102| 0|  1|NY   |1|
|  36606|   1136|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2500|20041102| 0|  1|NY   |1|
|  36607|   1137|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2580|20041102| 0|  1|NY   |1|
|  36608|   1138|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2650|20041102| 0|  1|NY   |1|
|  36609|   1139|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   2730|20041102| 0|  1|NY   |1|
|  36780|  36001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20041102| 0|  1|OH   |1|
|  37030|  37002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |530|20041102| 0|  1|OK   |1|
|  37034|  37004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |610|20041102| 0|  1|OK   |1|
|  37036|  37005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |650|20041102| 0|  1|OK   |1|
|  37211|  36450|  0|G  |I| 1| 13| || 38|Amendment   ||S   |  21100|20041102| 0|  1|OH   |1|
|  37855|  37003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |570|20041102| 0|  1|OK   |1|
|  37856|  37006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |700|20041102| 0|  1|OK   |1|
|  38145|  37383|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |460|20041102| 0|  1|OK   |1|
|  38339|  37389|  0|G  |I| 1| 13| || 42|Question||S   |750|20041102| 0|  1|OK   |1|
|  38527|  1|  0|G  |H| 1|  7| |Northwest   |  3|U.S. House  ||L   |200|20041102| 0|  1|OR   |1|
|  38529|  38003|  0|G  |H| 1|  7| |E and SW|  3|U.S. House  ||L   |230|20041102| 0|  1|OR   |1|
|  38530|  38004|  0|G  |H| 1|  7| |Portland Area   |  3|U.S. House  ||L   |260|20041102| 0|  1|OR   |1|
|  38531|  38005|  0|G  |H| 1|  7| |Southwestern|  3|U.S. House  ||L   |310|20041102| 0|  1|OR   |1|
|  38532|  38006|  0|G  |H| 1|  7| |Willamette and Coast|  3|U.S. House  ||L   |340|20041102| 0|  1|OR   |1|
|  38789|  38410|  0|G  |I| 1| 13| |Meas|999|Measure ||S   |400|20041102| 0|  1|OR   |1|
|  38794|  38414|  0|G  |I| 1| 13| |Meas|999|Measure ||S   |370|20041102| 0|  1|OR   |1|
|  38797|  38416|  0|G  |I| 1| 13| |Meas|999|Measure ||S   |390|20041102| 0|  1|OR   |1|
|  38808|  38424|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |172|20041102| 0|  1|OR   |1|
|  39002|  39001|  0|G  |S| 1|  7| ||  2|U.S. Senate ||S   |140|20041102| 0|  1|PA   |1|
|  39008|  39002|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |650|20041102| 0|  1|PA   |1|
|  39010|  39004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |960|20041102| 0|  1|PA   |1|
|  39011|  39005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |990|20041102| 0|  1|PA   |1|
|  39012|  39006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1020|20041102| 0|  1|PA   |1|
|  39013|  39007|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1050|20041102| 0|  1|PA   |1|
|  39014|  39008|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1080|20041102| 0|  1|PA   |1|
|  39015|  39009|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1110|20041102| 0|  1|PA   |1|
|  39017|  39011|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1180|20041102| 0|  1|PA   |1|
|  39018|  39012|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1210|20041102| 0|  1|PA   |1|
|  39019|  39013|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1240|20041102| 1|  0|PA   |1|
|  39020|  39014|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1270|20041102| 0|  1|PA   |1|
|  39021|  39015|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1300|20041102| 1|  0|PA   |1|
|  39022|  39016|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1330|20041102| 0|  1|PA   |1|
|  39023|  39017|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1360|20041102| 0|  1|PA   |1|
|  39024|  39018|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1390|20041102| 0|  1|PA   |1|
|  39025|  39019|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1420|20041102| 0|  1|PA   |1|
|  39026|  39020|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1450|20041102| 0|  1|PA   |1|
|  39242|   2040|  0|G  |S| 1|  7| |Base Year 1998  |  2|U.S. Senate ||S   |330|20041102| 0|  1|NY   |1|
|  39303|  39003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |920|20041102| 0|  1|PA   |1|
|  40015|  40003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |150|20041102| 0|  1|RI   |1|
|  40017|  40004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |160|20041102| 0|  1|RI   |1|
|  40041|  39010|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |   1140|20041102| 0|  1|PA   |1|
|  41002|  41003|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |570|20041102| 0|  1|SC   |1|
|  41003|  41004|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |630|20041102| 0|  1|SC   |1|
|  41004|  41005|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |670|20041102| 1|  0|SC   |1|
|  41313|  41006|  0|G  |H| 1|  7| ||  3|U.S. House  ||L   |760|20041102| 0|  1|SC   |1|
